date,weather,temperature,visitors
2022-08-10,曇り,24.78264758497369,32.42104659957258
2022-08-11,曇り,22.80443357105494,58.36367028376904
2022-08-12,曇り,21.46073348694192,61.722860601668614
2022-08-13,曇り,23.35200761783888,75.11183091131367
2022-08-14,曇り,24.869969859886734,39.96029147011775
2022-08-15,曇り,23.85215316801243,61.92406843482949
2022-08-16,曇り,25.845013192612907,72.07883121484008
2022-08-17,曇り,25.76665626192409,49.54886649729265
2022-08-18,曇り,24.556886008847435,44.577147965527075
2022-08-19,曇り,25.73080714137972,56.97696175400603
2022-08-20,曇り,27.94159567348412,14.21682701798074
2022-08-21,曇り,26.55687219010978,76.62447053616434
2022-08-22,曇り,23.89131142868208,85.35014918050446
2022-08-23,曇り,21.974072780543164,62.13734121314204
2022-08-24,曇り,19.460771759082213,93.18845725634988
2022-08-25,曇り,19.84345534345653,51.602510198399095
2022-08-26,曇り,22.21105540362746,61.154573035410706
2022-08-27,曇り,21.99935878168688,87.9392941621692
2022-08-28,曇り,20.744024547805694,64.94101742017517
2022-08-29,曇り,21.064846949941685,101.09554696833084
2022-08-30,曇り,23.78820729014036,127.10354914814087
2022-08-31,曇り,19.92564554703996,81.297461714388
2022-09-01,曇り,18.056062320275785,52.560260083278365
2022-09-02,曇り,20.08315088487543,79.42820433907849
2022-09-03,曇り,25.023906522354952,55.85978234866279
2022-09-04,曇り,23.69893111638893,67.63691396825438
2022-09-05,曇り,16.315381389140516,59.49936967984348
2022-09-06,曇り,15.193172798517256,85.3637428219114
2022-09-07,曇り,17.528558977954663,22.078318703429552
2022-09-08,曇り,17.20786906519896,99.7004820188784
2022-09-09,曇り,19.2038269550755,66.40381683190506
2022-09-10,晴れ,18.705107645801714,137.6220526111735
2022-09-11,曇り,18.78382646101788,84.13778000915246
2022-09-12,曇り,19.894167968023595,46.699947268443566
2022-09-13,曇り,20.55667863861895,92.62850699283278
2022-09-14,曇り,22.295153074085864,45.487146452240204
2022-09-15,曇り,26.09871199765808,63.84503363954816
2022-09-16,曇り,27.56619711491764,89.61984998164728
2022-09-17,曇り,25.756413010402245,86.89335914607761
2022-09-18,曇り,20.4039471524724,78.69235609662532
2022-09-19,曇り,22.198574999188946,49.35373783456289
2022-09-20,曇り,28.24307822512248,89.8884876722465
2022-09-21,曇り,29.8132198509508,81.00880492399519
2022-09-22,曇り,30.13419105924544,106.63435950915238
2022-09-23,曇り,30.62664259203705,136.6526074070416
2022-09-24,曇り,29.96754313886327,65.87451031065798
2022-09-25,曇り,28.068437853977606,83.54355676689491
2022-09-26,曇り,28.107441187754286,82.02309522485376
2022-09-27,曇り,18.90336281725901,98.77130535532613
2022-09-28,曇り,18.742012593870808,90.73718904554889
2022-09-29,曇り,17.483343074224553,91.37579832107427
2022-09-30,曇り,17.188930135720785,111.069335705362
2022-10-01,曇り,18.8504027855042,109.40708587558942
2022-10-02,曇り,24.17773329944336,81.94766489606553
2022-10-03,曇り,23.43920053930542,119.4693986203259
2022-10-04,曇り,21.03003901312037,132.84815135995493
2022-10-05,曇り,19.60126340167215,87.36441837718908
2022-10-06,雨,18.32349949895836,80.75560362656469
2022-10-07,曇り,22.27401769450901,57.83073909537916
2022-10-08,曇り,21.42122040072832,101.65724706928309
2022-10-09,曇り,20.86459311424164,39.99339199777815
2022-10-10,曇り,16.367791247686352,85.30290320542495
2022-10-11,雨,14.332368137171786,157.77119928556988
2022-10-12,曇り,14.654233001218367,95.63134494299312
2022-10-13,曇り,18.478292149597696,121.04510782727391
2022-10-14,曇り,17.4588549247936,118.59878448449359
2022-10-15,曇り,12.081114250649115,123.50220785668807
2022-10-16,晴れ,12.736844948674364,124.53046343228854
2022-10-17,曇り,16.647517936784023,107.64266228715861
